date,method,turnover,active_instruments,gross_exposure
2022-01-03,confidence_linear,0.998211679192875,8,0.998211679192875
2022-01-04,confidence_linear,0.34508675742417594,7,0.9334407897133283
2022-01-05,confidence_linear,0.8101596838309635,7,0.9878373270174652
2022-01-06,confidence_linear,0.4080914213098582,7,0.9731136358421483
2022-01-07,confidence_linear,0.5747511501277001,8,1.0
2022-01-10,confidence_linear,0.17269341437277003,8,1.0
2022-01-11,confidence_linear,0.5700091124706256,8,1.0
2022-01-12,confidence_linear,0.28027255270937557,8,1.0
2022-01-13,confidence_linear,0.3055171305253617,9,1.0
2022-01-14,confidence_linear,0.6883642794929966,8,1.0
2022-01-17,confidence_linear,1.25,1,0.25
2022-01-18,confidence_linear,1.0817763312324167,8,0.9643197480301717
2022-01-19,confidence_linear,0.6871394154010384,8,1.0
2022-01-20,confidence_linear,0.5638896608776965,8,1.0
2022-01-21,confidence_linear,0.48829913243657375,8,1.0
2022-01-24,confidence_linear,1.040493655569078,9,1.0
2022-01-25,confidence_linear,0.1689139663383682,9,1.0
2022-01-26,confidence_linear,0.8012279383804946,9,1.0
2022-01-27,confidence_linear,0.1591655965031815,9,0.9999999999999997
2022-01-28,confidence_linear,1.134292029281002,9,1.0
2022-01-31,confidence_linear,0.2831944196150955,9,0.9999999999999999
2022-02-01,confidence_linear,0.26449571073252603,8,1.0
2022-02-02,confidence_linear,0.4447057098935765,9,1.0
2022-02-03,confidence_linear,0.7182340152271909,7,1.0
2022-02-04,confidence_linear,0.9886100534741116,6,1.0
2022-02-07,confidence_linear,0.47089855273661213,6,0.9999999999999999
2022-02-08,confidence_linear,0.6153243230347254,6,0.9544615209255493
2022-02-09,confidence_linear,1.0045509790712095,8,0.8659260584570844
2022-02-10,confidence_linear,1.1706045778505207,7,0.9227517487796283
2022-02-11,confidence_linear,0.45053157870508775,7,0.9028538616893488
2022-02-14,confidence_linear,0.43613446884423,6,0.8850078658313905
2022-02-15,confidence_linear,0.47342539665920685,8,0.9952049852910543
2022-02-16,confidence_linear,0.4054549112330217,8,1.0
2022-02-17,confidence_linear,0.4114631548004688,9,0.965235392339562
2022-02-18,confidence_linear,0.3311632925252554,6,0.9803501425866716
2022-02-21,confidence_linear,0.9717982156371359,1,0.25
2022-02-22,confidence_linear,1.1558869593831875,9,1.0
2022-02-23,confidence_linear,0.42697065625468145,9,1.0
2022-02-24,confidence_linear,0.6334839269063455,10,1.0
2022-02-25,confidence_linear,0.5079810488657568,10,1.0
2022-02-28,confidence_linear,0.7154559207394678,7,0.984186867654291
2022-03-01,confidence_linear,0.4496508167847365,8,1.0
2022-03-02,confidence_linear,0.9685700090671653,7,0.9784344943153311
2022-03-03,confidence_linear,0.7921523666594305,9,1.0
2022-03-04,confidence_linear,0.9505795570922763,6,0.9396710469866875
2022-03-07,confidence_linear,0.11245872732532967,6,0.8914458440042509
2022-03-08,confidence_linear,0.14699293659633306,6,0.8311377824162657
2022-03-09,confidence_linear,0.414378978028835,6,0.9317416542071343
2022-03-10,confidence_linear,0.08751321476469423,5,0.8683028113887747
2022-03-11,confidence_linear,0.08377506269015834,7,0.952077874078933
2022-03-14,confidence_linear,0.3626511545891462,6,0.9663301986712456
2022-03-15,confidence_linear,0.43524635047178384,7,0.9637664185911154
2022-03-16,confidence_linear,0.2719083622251917,7,0.8859401547840977
2022-03-17,confidence_linear,0.45726460123856655,7,0.8185799414373535
2022-03-18,confidence_linear,0.7119037570038432,6,0.808319043763797
2022-03-21,confidence_linear,0.29557835666345467,3,0.723142810583994
2022-03-22,confidence_linear,0.5023703313626149,5,0.8155586685305524
2022-03-23,confidence_linear,0.58027507254872,5,0.7732985869381153
2022-03-24,confidence_linear,0.49321834014521804,6,0.7665169270833333
2022-03-25,confidence_linear,0.39178913757362044,6,0.9390014724116554
2022-03-28,confidence_linear,0.45844641766212835,7,0.965358739120207
2022-03-29,confidence_linear,0.8356203156032322,5,0.8109182505832875
2022-03-30,confidence_linear,0.21328781213999187,5,0.6824815523367039
2022-03-31,confidence_linear,0.23327209657639847,6,0.892964389786141
2022-04-01,confidence_linear,0.5071962103462309,6,0.8592575659036785
2022-04-04,confidence_linear,0.43374639561956085,7,0.8892183821844468
2022-04-05,confidence_linear,0.30416257925285123,7,0.9529293548097899
2022-04-06,confidence_linear,0.6638545872292981,7,0.9163644796761677
2022-04-07,confidence_linear,0.4719375921017698,5,0.9162539247335602
2022-04-08,confidence_linear,0.4798797981036387,6,0.9867355578737598
2022-04-11,confidence_linear,0.5139321116898165,7,1.0
2022-04-12,confidence_linear,0.6356133924596312,6,0.9856536483095992
2022-04-13,confidence_linear,1.4536966120437675,8,1.0
2022-04-14,confidence_linear,0.9745825282914713,6,0.9946487717361301
2022-04-18,confidence_linear,0.5651538478778909,4,0.816495838129815
2022-04-19,confidence_linear,1.0304397970108874,5,0.8603590800350555
2022-04-20,confidence_linear,0.5697873410346749,6,0.9568774860123122
2022-04-21,confidence_linear,0.3722646622492044,7,0.9760311244920534
2022-04-22,confidence_linear,1.7193006853754689,7,1.0
2022-04-25,confidence_linear,0.8668803693723941,7,0.9999999999999999
2022-04-26,confidence_linear,0.6116207644193026,5,0.9541377722050208
2022-04-27,confidence_linear,0.8383084894403654,7,1.0
2022-04-28,confidence_linear,0.5124645676077326,7,0.9735610828846594
2022-04-29,confidence_linear,0.8290448550669587,7,0.9650626504714372
2022-05-02,confidence_linear,0.5225715810449435,8,0.9876342315163807
2022-05-03,confidence_linear,0.44487377783305776,6,0.9677370613730313
2022-05-04,confidence_linear,0.6141634495234086,7,0.9890909552931609
2022-05-05,confidence_linear,0.48002472932688167,8,1.0
2022-05-06,confidence_linear,0.07780266788125405,7,1.0
2022-05-09,confidence_linear,0.5226348489538206,8,1.0
2022-05-10,confidence_linear,0.6711026883250906,9,1.0000000000000002
2022-05-11,confidence_linear,0.41218285439786734,8,0.9999999999999999
2022-05-12,confidence_linear,0.31496399255576446,7,1.0
2022-05-13,confidence_linear,0.29950304302027553,8,1.0
2022-05-16,confidence_linear,0.4847984734005517,7,1.0
2022-05-17,confidence_linear,0.7027450436024173,9,1.0
2022-05-18,confidence_linear,0.3996854356166369,10,1.0
2022-05-19,confidence_linear,0.43156392320183123,7,1.0
2022-05-20,confidence_linear,0.421406543060274,7,0.9786412072274804
2022-05-23,confidence_linear,0.2288755950606687,6,0.9470344588357724
2022-05-24,confidence_linear,0.17238474303423293,7,0.9908513050021008
2022-05-25,confidence_linear,0.511097637488665,8,1.0
2022-05-26,confidence_linear,0.5576663032092047,6,0.950810310145356
2022-05-27,confidence_linear,0.7056092315550551,7,0.9850743944097766
2022-05-30,confidence_linear,0.9078635877521778,1,0.25
2022-05-31,confidence_linear,0.9490848497097644,9,1.0
2022-06-01,confidence_linear,1.331662428441484,7,0.9680536826558789
2022-06-02,confidence_linear,1.2796875108483885,8,0.9867501304798283
2022-06-03,confidence_linear,0.8444372533606829,9,0.9999999999999999
2022-06-06,confidence_linear,0.8121843011057305,7,0.9746149999016603
2022-06-07,confidence_linear,0.6659634172963554,8,0.9999999999999999
2022-06-08,confidence_linear,0.26838744995184954,7,0.9971117351470898
2022-06-09,confidence_linear,0.6619246278189971,7,1.0
2022-06-10,confidence_linear,1.3084242153095147,7,1.0
2022-06-13,confidence_linear,1.1255282567463425,7,1.0
2022-06-14,confidence_linear,0.3330418601680298,9,0.9999999999999999
2022-06-15,confidence_linear,1.0025440910449017,8,1.0
2022-06-16,confidence_linear,0.9697887392902729,8,0.9893316922728688
2022-06-17,confidence_linear,0.7753762691142505,8,1.0
2022-06-20,confidence_linear,1.0065358736775332,1,0.25
2022-06-21,confidence_linear,0.9640794114835185,8,1.0
2022-06-22,confidence_linear,0.4371147974710958,8,1.0
2022-06-23,confidence_linear,0.6386925441767262,9,1.0
2022-06-24,confidence_linear,0.514416604291405,9,0.9929086572226096
2022-06-27,confidence_linear,0.8876239224804429,9,1.0
2022-06-28,confidence_linear,0.7816262813861098,8,0.9525728306976392
2022-06-29,confidence_linear,0.15964460850159207,8,0.9551537961367117
2022-06-30,confidence_linear,0.6781687655257513,9,1.0
2022-01-03,confidence_scaled,0.998211679192875,8,0.998211679192875
2022-01-04,confidence_scaled,0.34508675742417594,7,0.9334407897133283
2022-01-05,confidence_scaled,0.8101596838309635,7,0.9878373270174652
2022-01-06,confidence_scaled,0.4080914213098582,7,0.9731136358421483
2022-01-07,confidence_scaled,0.5747511501277001,8,1.0
2022-01-10,confidence_scaled,0.17269341437277003,8,1.0
2022-01-11,confidence_scaled,0.5700091124706256,8,1.0
2022-01-12,confidence_scaled,0.28027255270937557,8,1.0
2022-01-13,confidence_scaled,0.3055171305253617,9,1.0
2022-01-14,confidence_scaled,0.6883642794929966,8,1.0
2022-01-17,confidence_scaled,1.25,1,0.25
2022-01-18,confidence_scaled,1.0817763312324167,8,0.9643197480301717
2022-01-19,confidence_scaled,0.6871394154010384,8,1.0
2022-01-20,confidence_scaled,0.5638896608776965,8,1.0
2022-01-21,confidence_scaled,0.48829913243657375,8,1.0
2022-01-24,confidence_scaled,1.040493655569078,9,1.0
2022-01-25,confidence_scaled,0.1689139663383682,9,1.0
2022-01-26,confidence_scaled,0.8012279383804946,9,1.0
2022-01-27,confidence_scaled,0.1591655965031815,9,0.9999999999999997
2022-01-28,confidence_scaled,1.134292029281002,9,1.0
2022-01-31,confidence_scaled,0.2831944196150955,9,0.9999999999999999
2022-02-01,confidence_scaled,0.26449571073252603,8,1.0
2022-02-02,confidence_scaled,0.4447057098935765,9,1.0
2022-02-03,confidence_scaled,0.7182340152271909,7,1.0
2022-02-04,confidence_scaled,0.9886100534741116,6,1.0
2022-02-07,confidence_scaled,0.47089855273661213,6,0.9999999999999999
2022-02-08,confidence_scaled,0.6153243230347254,6,0.9544615209255493
2022-02-09,confidence_scaled,1.0045509790712095,8,0.8659260584570844
2022-02-10,confidence_scaled,1.1706045778505207,7,0.9227517487796283
2022-02-11,confidence_scaled,0.45053157870508775,7,0.9028538616893488
2022-02-14,confidence_scaled,0.43613446884423,6,0.8850078658313905
2022-02-15,confidence_scaled,0.47342539665920685,8,0.9952049852910543
2022-02-16,confidence_scaled,0.4054549112330217,8,1.0
2022-02-17,confidence_scaled,0.4114631548004688,9,0.965235392339562
2022-02-18,confidence_scaled,0.3311632925252554,6,0.9803501425866716
2022-02-21,confidence_scaled,0.9717982156371359,1,0.25
2022-02-22,confidence_scaled,1.1558869593831875,9,1.0
2022-02-23,confidence_scaled,0.42697065625468145,9,1.0
2022-02-24,confidence_scaled,0.6334839269063455,10,1.0
2022-02-25,confidence_scaled,0.5079810488657568,10,1.0
2022-02-28,confidence_scaled,0.7154559207394678,7,0.984186867654291
2022-03-01,confidence_scaled,0.4496508167847365,8,1.0
2022-03-02,confidence_scaled,0.9685700090671653,7,0.9784344943153311
2022-03-03,confidence_scaled,0.7921523666594305,9,1.0
2022-03-04,confidence_scaled,0.9505795570922763,6,0.9396710469866875
2022-03-07,confidence_scaled,0.11245872732532967,6,0.8914458440042509
2022-03-08,confidence_scaled,0.14699293659633306,6,0.8311377824162657
2022-03-09,confidence_scaled,0.414378978028835,6,0.9317416542071343
2022-03-10,confidence_scaled,0.08751321476469423,5,0.8683028113887747
2022-03-11,confidence_scaled,0.08377506269015834,7,0.952077874078933
2022-03-14,confidence_scaled,0.3626511545891462,6,0.9663301986712456
2022-03-15,confidence_scaled,0.43524635047178384,7,0.9637664185911154
2022-03-16,confidence_scaled,0.2719083622251917,7,0.8859401547840977
2022-03-17,confidence_scaled,0.45726460123856655,7,0.8185799414373535
2022-03-18,confidence_scaled,0.7119037570038432,6,0.808319043763797
2022-03-21,confidence_scaled,0.29557835666345467,3,0.723142810583994
2022-03-22,confidence_scaled,0.5023703313626149,5,0.8155586685305524
2022-03-23,confidence_scaled,0.58027507254872,5,0.7732985869381153
2022-03-24,confidence_scaled,0.49321834014521804,6,0.7665169270833333
2022-03-25,confidence_scaled,0.39178913757362044,6,0.9390014724116554
2022-03-28,confidence_scaled,0.45844641766212835,7,0.965358739120207
2022-03-29,confidence_scaled,0.8356203156032322,5,0.8109182505832875
2022-03-30,confidence_scaled,0.21328781213999187,5,0.6824815523367039
2022-03-31,confidence_scaled,0.23327209657639847,6,0.892964389786141
2022-04-01,confidence_scaled,0.5071962103462309,6,0.8592575659036785
2022-04-04,confidence_scaled,0.43374639561956085,7,0.8892183821844468
2022-04-05,confidence_scaled,0.30416257925285123,7,0.9529293548097899
2022-04-06,confidence_scaled,0.6638545872292981,7,0.9163644796761677
2022-04-07,confidence_scaled,0.4719375921017698,5,0.9162539247335602
2022-04-08,confidence_scaled,0.4798797981036387,6,0.9867355578737598
2022-04-11,confidence_scaled,0.5139321116898165,7,1.0
2022-04-12,confidence_scaled,0.6356133924596312,6,0.9856536483095992
2022-04-13,confidence_scaled,1.4536966120437675,8,1.0
2022-04-14,confidence_scaled,0.9745825282914713,6,0.9946487717361301
2022-04-18,confidence_scaled,0.5651538478778909,4,0.816495838129815
2022-04-19,confidence_scaled,1.0304397970108874,5,0.8603590800350555
2022-04-20,confidence_scaled,0.5697873410346749,6,0.9568774860123122
2022-04-21,confidence_scaled,0.3722646622492044,7,0.9760311244920534
2022-04-22,confidence_scaled,1.7193006853754689,7,1.0
2022-04-25,confidence_scaled,0.8668803693723941,7,0.9999999999999999
2022-04-26,confidence_scaled,0.6116207644193026,5,0.9541377722050208
2022-04-27,confidence_scaled,0.8383084894403654,7,1.0
2022-04-28,confidence_scaled,0.5124645676077326,7,0.9735610828846594
2022-04-29,confidence_scaled,0.8290448550669587,7,0.9650626504714372
2022-05-02,confidence_scaled,0.5225715810449435,8,0.9876342315163807
2022-05-03,confidence_scaled,0.44487377783305776,6,0.9677370613730313
2022-05-04,confidence_scaled,0.6141634495234086,7,0.9890909552931609
2022-05-05,confidence_scaled,0.48002472932688167,8,1.0
2022-05-06,confidence_scaled,0.07780266788125405,7,1.0
2022-05-09,confidence_scaled,0.5226348489538206,8,1.0
2022-05-10,confidence_scaled,0.6711026883250906,9,1.0000000000000002
2022-05-11,confidence_scaled,0.41218285439786734,8,0.9999999999999999
2022-05-12,confidence_scaled,0.31496399255576446,7,1.0
2022-05-13,confidence_scaled,0.29950304302027553,8,1.0
2022-05-16,confidence_scaled,0.4847984734005517,7,1.0
2022-05-17,confidence_scaled,0.7027450436024173,9,1.0
2022-05-18,confidence_scaled,0.3996854356166369,10,1.0
2022-05-19,confidence_scaled,0.43156392320183123,7,1.0
2022-05-20,confidence_scaled,0.421406543060274,7,0.9786412072274804
2022-05-23,confidence_scaled,0.2288755950606687,6,0.9470344588357724
2022-05-24,confidence_scaled,0.17238474303423293,7,0.9908513050021008
2022-05-25,confidence_scaled,0.511097637488665,8,1.0
2022-05-26,confidence_scaled,0.5576663032092047,6,0.950810310145356
2022-05-27,confidence_scaled,0.7056092315550551,7,0.9850743944097766
2022-05-30,confidence_scaled,0.9078635877521778,1,0.25
2022-05-31,confidence_scaled,0.9490848497097644,9,1.0
2022-06-01,confidence_scaled,1.331662428441484,7,0.9680536826558789
2022-06-02,confidence_scaled,1.2796875108483885,8,0.9867501304798283
2022-06-03,confidence_scaled,0.8444372533606829,9,0.9999999999999999
2022-06-06,confidence_scaled,0.8121843011057305,7,0.9746149999016603
2022-06-07,confidence_scaled,0.6659634172963554,8,0.9999999999999999
2022-06-08,confidence_scaled,0.26838744995184954,7,0.9971117351470898
2022-06-09,confidence_scaled,0.6619246278189971,7,1.0
2022-06-10,confidence_scaled,1.3084242153095147,7,1.0
2022-06-13,confidence_scaled,1.1255282567463425,7,1.0
2022-06-14,confidence_scaled,0.3330418601680298,9,0.9999999999999999
2022-06-15,confidence_scaled,1.0025440910449017,8,1.0
2022-06-16,confidence_scaled,0.9697887392902729,8,0.9893316922728688
2022-06-17,confidence_scaled,0.7753762691142505,8,1.0
2022-06-20,confidence_scaled,1.0065358736775332,1,0.25
2022-06-21,confidence_scaled,0.9640794114835185,8,1.0
2022-06-22,confidence_scaled,0.4371147974710958,8,1.0
2022-06-23,confidence_scaled,0.6386925441767262,9,1.0
2022-06-24,confidence_scaled,0.514416604291405,9,0.9929086572226096
2022-06-27,confidence_scaled,0.8876239224804429,9,1.0
2022-06-28,confidence_scaled,0.7816262813861098,8,0.9525728306976392
2022-06-29,confidence_scaled,0.15964460850159207,8,0.9551537961367117
2022-06-30,confidence_scaled,0.6781687655257513,9,1.0
2022-01-03,soft_allocation,1.0,8,1.0
2022-01-04,soft_allocation,0.0,8,1.0
2022-01-05,soft_allocation,0.75,8,1.0
2022-01-06,soft_allocation,0.25,8,1.0
2022-01-07,soft_allocation,0.25,8,1.0
2022-01-10,soft_allocation,0.0,8,1.0
2022-01-11,soft_allocation,0.25,8,1.0
2022-01-12,soft_allocation,0.0,8,1.0
2022-01-13,soft_allocation,0.22222222222222227,9,1.0000000000000002
2022-01-14,soft_allocation,0.4444444444444444,9,1.0000000000000002
2022-01-17,soft_allocation,1.25,1,0.25
2022-01-18,soft_allocation,1.027777777777778,9,1.0000000000000002
2022-01-19,soft_allocation,0.6666666666666667,8,1.0
2022-01-20,soft_allocation,0.5,8,1.0
2022-01-21,soft_allocation,0.5,8,1.0
2022-01-24,soft_allocation,1.1111111111111112,9,1.0000000000000002
2022-01-25,soft_allocation,0.1999999999999999,10,0.9999999999999999
2022-01-26,soft_allocation,0.7999999999999999,9,1.0000000000000002
2022-01-27,soft_allocation,0.0,9,1.0000000000000002
2022-01-28,soft_allocation,0.8888888888888888,9,1.0000000000000002
2022-01-31,soft_allocation,0.2222222222222222,9,1.0000000000000002
2022-02-01,soft_allocation,0.22222222222222227,8,1.0
2022-02-02,soft_allocation,0.4444444444444445,9,1.0000000000000002
2022-02-03,soft_allocation,0.8888888888888888,7,0.9999999999999998
2022-02-04,soft_allocation,0.8571428571428571,7,0.9999999999999998
2022-02-07,soft_allocation,0.5714285714285715,6,0.9999999999999999
2022-02-08,soft_allocation,0.7499999999999999,8,1.0
2022-02-09,soft_allocation,1.0,8,1.0
2022-02-10,soft_allocation,0.75,8,1.0
2022-02-11,soft_allocation,0.5,8,1.0
2022-02-14,soft_allocation,0.25,8,1.0
2022-02-15,soft_allocation,0.4444444444444445,9,1.0000000000000002
2022-02-16,soft_allocation,0.1999999999999999,10,0.9999999999999999
2022-02-17,soft_allocation,0.3999999999999999,9,1.0000000000000002
2022-02-18,soft_allocation,0.22222222222222227,8,1.0
2022-02-21,soft_allocation,1.0,1,0.25
2022-02-22,soft_allocation,1.05,10,0.9999999999999999
2022-02-23,soft_allocation,0.1999999999999999,9,1.0000000000000002
2022-02-24,soft_allocation,0.5999999999999999,10,0.9999999999999999
2022-02-25,soft_allocation,0.2,10,0.9999999999999999
2022-02-28,soft_allocation,0.5999999999999999,9,1.0000000000000002
2022-03-01,soft_allocation,0.22222222222222227,8,1.0
2022-03-02,soft_allocation,0.75,8,1.0
2022-03-03,soft_allocation,0.6,10,0.9999999999999999
2022-03-04,soft_allocation,0.6000000000000001,8,1.0
2022-03-07,soft_allocation,0.25,8,1.0
2022-03-08,soft_allocation,0.24999999999999994,7,0.9999999999999998
2022-03-09,soft_allocation,0.9999999999999998,8,1.0
2022-03-10,soft_allocation,0.24999999999999994,7,0.9999999999999998
2022-03-11,soft_allocation,0.24999999999999994,8,1.0
2022-03-14,soft_allocation,0.25,8,1.0
2022-03-15,soft_allocation,0.5,8,1.0
2022-03-16,soft_allocation,0.24999999999999994,7,0.9999999999999998
2022-03-17,soft_allocation,0.75,8,1.0
2022-03-18,soft_allocation,0.5,8,1.0
2022-03-21,soft_allocation,0.4999999999999999,6,0.9999999999999999
2022-03-22,soft_allocation,0.4999999999999999,8,1.0
2022-03-23,soft_allocation,0.49999999999999994,7,0.9999999999999998
2022-03-24,soft_allocation,0.49999999999999994,8,1.0
2022-03-25,soft_allocation,0.25,8,1.0
2022-03-28,soft_allocation,0.25,8,1.0
2022-03-29,soft_allocation,0.7499999999999998,7,0.9999999999999998
2022-03-30,soft_allocation,0.2857142857142857,6,0.9999999999999999
2022-03-31,soft_allocation,0.6666666666666666,6,0.9999999999999999
2022-04-01,soft_allocation,0.3333333333333333,6,0.9999999999999999
2022-04-04,soft_allocation,0.5714285714285715,7,0.9999999999999998
2022-04-05,soft_allocation,0.2857142857142857,7,0.9999999999999998
2022-04-06,soft_allocation,0.2857142857142857,7,0.9999999999999998
2022-04-07,soft_allocation,0.2857142857142857,7,0.9999999999999998
2022-04-08,soft_allocation,0.2857142857142857,6,0.9999999999999999
2022-04-11,soft_allocation,0.5714285714285714,7,0.9999999999999998
2022-04-12,soft_allocation,0.5714285714285714,7,0.9999999999999998
2022-04-13,soft_allocation,0.9999999999999998,8,1.0
2022-04-14,soft_allocation,1.0,8,1.0
2022-04-18,soft_allocation,0.4999999999999999,6,0.9999999999999999
2022-04-19,soft_allocation,0.8571428571428572,7,0.9999999999999998
2022-04-20,soft_allocation,0.2857142857142857,6,0.9999999999999999
2022-04-21,soft_allocation,0.2857142857142857,7,0.9999999999999998
2022-04-22,soft_allocation,1.1428571428571428,7,0.9999999999999998
2022-04-25,soft_allocation,1.1428571428571428,7,0.9999999999999998
2022-04-26,soft_allocation,0.8571428571428572,6,0.9999999999999999
2022-04-27,soft_allocation,0.6666666666666667,9,1.0000000000000002
2022-04-28,soft_allocation,0.4444444444444444,9,1.0000000000000002
2022-04-29,soft_allocation,0.8888888888888888,8,1.0
2022-05-02,soft_allocation,0.4444444444444445,9,1.0000000000000002
2022-05-03,soft_allocation,0.4444444444444444,7,0.9999999999999998
2022-05-04,soft_allocation,0.75,8,1.0
2022-05-05,soft_allocation,0.4444444444444445,9,1.0000000000000002
2022-05-06,soft_allocation,0.0,9,1.0000000000000002
2022-05-09,soft_allocation,0.4444444444444444,9,1.0000000000000002
2022-05-10,soft_allocation,0.4444444444444444,9,1.0000000000000002
2022-05-11,soft_allocation,0.22222222222222227,8,1.0
2022-05-12,soft_allocation,0.6666666666666667,9,1.0000000000000002
2022-05-13,soft_allocation,0.2222222222222222,9,1.0000000000000002
